naziv, pib, grad, adresa, tip, broj_automata_ili_uplatnih_mesta 
BALKAN GAMING SERVICES D.O.O. BEOGRAD, 105571700, Палилула, Деспота Стефана 204 К, аутомати, 30
BALKAN GAMING SERVICES D.O.O. BEOGRAD, 105571700, Прешево, 15. Новембар 64 Б, аутомати, 16
BALKAN GAMING SERVICES D.O.O. BEOGRAD, 105571700, Прешево, Маршала Тита 72, аутомати, 19
BALKAN GAMING SERVICES D.O.O. BEOGRAD, 105571700, Пријепоље, Димитрија Туцовића ББ, аутомати, 13
BALKAN GAMING SERVICES D.O.O. BEOGRAD, 105571700, Пријепоље, Полимска ББ, аутомати, 16
BALKAN GAMING SERVICES D.O.O. BEOGRAD, 105571700, Пријепоље, Санџачких бригада ББ, аутомати, 9
BALKAN GAMING SERVICES D.O.O. BEOGRAD, 105571700, Ћићевац, Карађорђева 219, аутомати, 18
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Власотинце, 12. бригаде 4, аутомати, 20
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Власотинце, Немањина 75, аутомати, 25
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Ковин, Цара Лазара 87, аутомати, 22
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Крагујевац, Саве Ковачевића 1, аутомати, 28
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Лесковац, Булевар ослобођења 170, к.п.5853/7 КО Лесковац, аутомати, 32
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Нови Београд, Јурија Гагарина 227, аутомати, 26
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Нови Београд, Нехруова 93 А, аутомати, 72
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Обреновац, Милоша Обреновића 109, аутомати, 21
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Панчево, Ослобођење 3 А, аутомати, 45
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Свилајнац, Стевана Синђелића 1, аутомати, 22
BALKAN INNOVATIVE TECHNOLOGY D.O.O. BEOGRAD, 103312195, Смедерево, Краља Петра И  9, аутомати, 40
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Барајево, Светосавска 63ђ, аутомати, 8
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Земун, Угриновци, Крњешевачка 47, аутомати, 11
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Инђија, Бешка, Кнеза Милоша 20, аутомати, 15
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Пећинци, Браће Видаковић 12, аутомати, 13
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Пећинци, Браће Видаковић 9, аутомати, 10
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Пећинци, Шимановци, Крњешевачка 23, аутомати, 11
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Стара Пазова, Бранка Радичевића 3/А, аутомати, 11
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Стара Пазова, Голубинци, Путиначка 18, аутомати, 12
BASKET-TRADE D.O.O. BEOGRAD, 101241517, Стара Пазова, Железничка станица ББ, аутомати, 9
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Браће Јерковић 134, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Браће Јерковић 134, аутомати, 16
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Војводе Степе 276, аутомати, 14
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Војводе Степе 276, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Војводе Степе бр. 114, аутомати, 35
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Војводе Степе бр. 114, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Раваничка бр. 52, аутомати, 27
BEO IMPERA D.O.O. BEOGRAD, 100421436, Вождовац, Раваничка бр. 52, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Булевар краља Александра бр. 74, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Булевар краља Александра бр. 74, аутомати, 5
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Булевар ослобођења 13, аутомати, 23
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Булевар ослобођења 13, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Курсулина бр. 25, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Курсулина бр. 25, аутомати, 5
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Максима Горког 15, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Максима Горког 15, аутомати, 15
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Максима Горког 75, аутомати, 24
BEO IMPERA D.O.O. BEOGRAD, 100421436, Врачар, Максима Горког 75, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Бул. Краља Александра 156, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Бул. Краља Александра 156, аутомати, 32
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Мис Ирбијеве бр. 67, аутомати, 25
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Мис Ирбијеве бр. 67, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Раблеова 19, аутомати, 18
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Раблеова 19, нп. лок. 7, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Устаничка 242, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Звездара, Устаничка 242, аутомати, 30
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Александра Дубчека 20, аутомати, 33
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Александра Дубчека 20, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Главна 12, аутомати, 37
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Главна 12, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Главна 40, аутомати, 20
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Главна 40, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Ивићева 2, аутомати, 10
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Ивићева 2, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Мајора З. Радосављевића 216А, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Мајора Зорана Радосављевића 216 А, аутомати, 23
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Павла Вујсића бр. 65а, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Павла Вујсића бр. 65а, аутомати, 22
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Првомајска 116, аутомати, 30
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Првомајска 116, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Првомајска 36 Л, аутомати, 27
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Првомајска 36Л, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Угриновачка 143 Б, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Угриновачка 143б, аутомати, 23
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Угриновачка 212, аутомати, 25
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Угриновачка 212, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Угриновачки пут 18, аутомати, 24
BEO IMPERA D.O.O. BEOGRAD, 100421436, Земун, Угриновачки пут 18, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Јагодина, ТЦ Виво схоппинг парк, Вука Бојовића бб, лок.Ц1а, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Јагодина, ТЦ Виво схоппинг парк, Вука Бојовића бб, лок.Ц1а, аутомати, 31
BEO IMPERA D.O.O. BEOGRAD, 100421436, Медиана, Ниш, Булевар Др Зорана Ђинђића бр. 21, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Медиана, Ниш, Булевар Зорана Ђинђића бр. 21, аутомати, 29
BEO IMPERA D.O.O. BEOGRAD, 100421436, Медиана, Ниш, Булевар Медијана 21/лок.16.1., аутомати, 37
BEO IMPERA D.O.O. BEOGRAD, 100421436, Медиана, Ниш, Булевар Медијана 21/лок.16.1., кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Арсенија Чарнојевића 95, аутомати, 41
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Арсенија Чарнојевића 95, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Арсенија Чарнојевића бр. 97, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Арсенија Чарнојевића бр. 97, аутомати, 82
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Зорана Ђинђића 125, аутомати, 57
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Зорана Ђинђића 44а, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Зорана Ђинђића 44а, аутомати, 18
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Зорана Ђинђића бр. 125, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Булевар Маршала Толбухина 27, аутомати, 25
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Веспучијева 34, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Веспучијева 34, аутомати, 16
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Гоце Делчева 27, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Јурија Гагарина 20Л, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Јурија Гагарина 20Л, аутомати, 42
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Јурија Гагарина 28, аутомати, 13
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Јурија Гагарина 28, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Љубинке Бобић 26 Б, аутомати, 18
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Љубинке Бобић 26Б, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Маршала Толбухина бр. 33 а, аутомати, 5
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Маршала Толбухина бр. 33 а, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Нехруова 63 А, аутомати, 58
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Нехруова 63а, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Омладинских бригада 18 А, аутомати, 35
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Омладинских бригада 18А, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Отона Жупанчића 1, аутомати, 29
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Отона Жупанчића 1, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Сурчинска бр. 227, аутомати, 29
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Сурчинска бр. 227, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Тошин бунар 143 Б, аутомати, 27
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Београд, Тошин бунар 143В, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Сад, Булевар ослобођења 18, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Сад, Булевар ослобођења 18, аутомати, 5
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Сад, Булевар ослобођења 75, аутомати, 8
BEO IMPERA D.O.O. BEOGRAD, 100421436, Нови Сад, Булевар ослобођења 75, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Братства и јединства 85, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Братства и јединства 85, аутомати, 25
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Булевар Деспота Стефана 70, аутомати, 16
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Булевар Деспота Стефана 70, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Ивана Милутиновића 57, аутомати, 19
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Ивана Милутиновића 57, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Мајора Илића 15, аутомати, 43
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Мајора Илића 15, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Рузвелтова 5, аутомати, 22
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Рузвелтова 5, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Стевана Христића 2, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Стевана Христића 2, аутомати, 22
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Цвијићева 89, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Цвијићева 89, аутомати, 15
BEO IMPERA D.O.O. BEOGRAD, 100421436, Палилула, Џорџа Вашингтона 26, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Пантелеј, Ниш, Милана Благојевића бр. 57, аутомати, 5
BEO IMPERA D.O.O. BEOGRAD, 100421436, Пантелеј, Ниш, Милана Благојевића бр. 57, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Пирот, Драгошева бб, кладионица, 1
BEO IMPERA D.O.O. BEOGRAD, 100421436, Пирот, Драгошева бб, к.п.бр. 1670 КО Пирот, аутомати, 28
BEO IMPERA D.O.O. BEOGRAD, 100421436, Раковица, Борска 41, аутомати, 17
