naziv, pib, grad, adresa, tip, broj_automata_ili_uplatnih_mesta 
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Рума, Вељка Дугошевића 102, аутомати, 50
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Смедерево, 16. октобра ББ, аутомати, 27
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Смедерево, Кнеза Михајла  64, аутомати, 29
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Смедерево, Краља Петра Првог 18, аутомати, 25
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Смедеревска Паланка, И српског устанка  27, аутомати, 26
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Сремска Митровица, Краља Петра И   35а, аутомати, 28
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Стара Пазова, Змај Јовина  1.ЛОК.1, аутомати, 29
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Суботица, Блашка Рајића 3, аутомати, 25
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Суботица, Димитрија Туцовића  11, аутомати, 28
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Суботица, Корзо  12, аутомати, 25
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Суботица, Сомборски пут 77, Ламела 1, локал 2 и 3, аутомати, 16
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Суботица, Цара Душана 4, аутомати, 29
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Темерин, Петефи Шандора 28, аутомати, 22
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Шабац, Господар Јевремова 20, аутомати, 26
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Шабац, Проте Смиљанића 13, аутомати, 30
SLOT EX.GROUP D.O.O. ZRENJANIN, 103108316, Шид, Кнеза Милоша 2, аутомати, 24
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Александровац, 29. новембар ББ к.п. 3447/1 КО Александровац, аутомати, 21
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Брус, Краља Петра И 42, аутомати, 19
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Краљево, Димитрија Туцовића 40, аутомати, 14
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Краљево, Трг Краља Петра И Ослободиоца 3/1, аутомати, 19
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Крушевац, Бирчанинова 10, аутомати, 29
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Крушевац, Видовданска 233, аутомати, 25
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Крушевац, Расинска 101, аутомати, 7
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Крушевац, Трг Деспота Стефана 30, аутомати, 27
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Крушевац, Цара Лазара 193, аутомати, 8
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Палилула, Борча, Зрењанински пут 155а, аутомати, 28
TREND PLAY D.O.O. KRUŠEVAC, 104952336, Параћин, Војводе Мишића 8, аутомати, 23
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Аранђеловац, Илије Гарашанина 8, к.п. 1998/1 КО Аранђеловац, аутомати, 24
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Барајево, Царице Милице 3, објекат бр. 1, аутомати, 7
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Варварин, К. п. број 170 КО Варварин Варош, аутомати, 20
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Зајечар, Крфска 16, аутомати, 5
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Ивањица, Ванијамина Маринковића 32, аутомати, 6
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Краљево, Конарево 576, аутомати, 5
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Кула, Сивац, Арсенија Чарнојевића 1, аутомати, 8
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Младеновац, Краља Петра И    207, аутомати, 21
V.G. FENIX D.O.O. MLADENOVAC, 103232490, Ужице, Севојно, Александра Вучковића 1 В, аутомати, 8
VEGAS ŠID D.O.O. ŠID, 103668680, Нови Бечеј, Ново Милошево, Маршала Тита 73, аутомати, 10
VEGAS ŠID D.O.O. ŠID, 103668680, Сомбор, Карађорђева 14, аутомати, 5
VEGAS ŠID D.O.O. ŠID, 103668680, Сомбор, Краља Петра И  бр. 2, аутомати, 12
VEGAS ŠID D.O.O. ŠID, 103668680, Сомбор, Стапарски пут Ц-11, аутомати, 6
VEGAS ŠID D.O.O. ŠID, 103668680, Сомбор, Фрушкогорска бр. 2, аутомати, 6
VEGAS ŠID D.O.O. ŠID, 103668680, Шид, Ердевик, Пинкијева 3, аутомати, 11
VEGAS ŠID D.O.O. ŠID, 103668680, Шид, Карађорђева 17, аутомати, 20
VEGAS ŠID D.O.O. ŠID, 103668680, Шид, Карађорђева бр. 17/3, аутомати, 30
WIN BET D.O.O. NOVI SAD, 108247392, Врачар, Булевар Краља Александра 86-90, аутомати, 32
WIN BET D.O.O. NOVI SAD, 108247392, Звездара, Војислава Илића 49, аутомати, 26
WIN BET D.O.O. NOVI SAD, 108247392, Звездара, Димитрија Туцовића 19-21, аутомати, 35
WIN BET D.O.O. NOVI SAD, 108247392, Лозница, Војводе Путника 22, аутомати, 28
WIN BET D.O.O. NOVI SAD, 108247392, Медиана, Ниш, Страхињића Бана 1а, аутомати, 38
WIN BET D.O.O. NOVI SAD, 108247392, Нови Београд, Јурија Гагарина 32 А, аутомати, 31
WIN BET D.O.O. NOVI SAD, 108247392, Нови Сад, Булевар ослобођења 86, аутомати, 52
WIN BET D.O.O. NOVI SAD, 108247392, Нови Сад, Дунавска 18, аутомати, 5
WIN BET D.O.O. NOVI SAD, 108247392, Нови Сад, Хајдук Вељкова 11, аутомати, 24
WIN BET D.O.O. NOVI SAD, 108247392, Обреновац, Милоша Обреновића 145, аутомати, 28
WIN BET D.O.O. NOVI SAD, 108247392, Пожаревац, Лењинова 3, аутомати, 40
WIN BET D.O.O. NOVI SAD, 108247392, Сомбор, Краља Петра И 4, аутомати, 33
WIN BET D.O.O. NOVI SAD, 108247392, Сремска Митровица, Краља Петра И 5, аутомати, 36
WIN BET D.O.O. NOVI SAD, 108247392, Стари Град, Македонска 5, локал 6, аутомати, 59
WIN BET D.O.O. NOVI SAD, 108247392, Чачак, Светог Саве 50, аутомати, 29
YUMATIC D.O.O. NOVI SAD, 100733798, Ада, Вука Караџића 2, аутомати, 11
YUMATIC D.O.O. NOVI SAD, 100733798, Бечеј, Зелена 78, аутомати, 9
YUMATIC D.O.O. NOVI SAD, 100733798, Жабаљ, Светог Николе 45, аутомати, 6
YUMATIC D.O.O. NOVI SAD, 100733798, Житиште, Српски Итебеј, Милоша Црњанског 5, аутомати, 6
YUMATIC D.O.O. NOVI SAD, 100733798, Зрењанин, Елемир, Жарка Зрењанина 63, аутомати, 8
YUMATIC D.O.O. NOVI SAD, 100733798, Кикинда, Светосавска 26а, аутомати, 6
YUMATIC D.O.O. NOVI SAD, 100733798, Кикинда, Угљеше Терзина 8, аутомати, 5
YUMATIC D.O.O. NOVI SAD, 100733798, Мали Иђош, Саве Ковачевића 31, Ловћенац, аутомати, 6
YUMATIC D.O.O. NOVI SAD, 100733798, Нови Бечеј, Маршала Тита 21, аутомати, 11
YUMATIC D.O.O. NOVI SAD, 100733798, Нови Бечеј, Ново Милошево, Маршала Тита 79, аутомати, 10
YUMATIC D.O.O. NOVI SAD, 100733798, Нови Бечеј, Ново Милошево, Тржни центар ББ, аутомати, 5
YUMATIC D.O.O. NOVI SAD, 100733798, Нови Бечеј, Ново Милошево, Уска 49, аутомати, 7
YUMATIC D.O.O. NOVI SAD, 100733798, Нови Сад, Раваничка 1, аутомати, 5
YUMATIC D.O.O. NOVI SAD, 100733798, Чока, Остојићево, Штросмајерова 36, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Александровац, 29. новембра 77, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Александровац, 29. новембра 77, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Алексинац, Житковац, Ратка Јовића, објекат 1, кп бр.2936/2 КО Житковац, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Алексинац, Житковац, Ратка Јовића, објекат 1, кпбр.2936/2 КО Житковац, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Алексинац, Књаза Милоша 62, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Алексинац, Књаза Милоша 62, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ариље, Миће Матовића 6, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ариље, Миће Матовића 6, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Барајево, Ибарски пут 64ђ, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Барајево, Ибарски пут 64ђ, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бач, Маршала Тита 11, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бач, Маршала Тита 11, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бачка Паланка, Банатска 2, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бачка Паланка, Банатска 2, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Богатић, Дубље, Ђенерала Драже Михаиловића 26, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Богатић, Дубље, Ђенерала Драже Михаиловића 26, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Богатић, Мије Јовановића 10, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бољевац, Ивка Ђоловића 6, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бољевац, Обилићева 1, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бољевац, Обилићева 1, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бор, Добривоја Радосављевића Бобија кп бр. 3284/6 КО Бор, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бор, Добривоја Радосављевића Бобија кп бр. 3284/6 КО Бор, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бор, Ђорђа Вајферта 6, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бор, Моша Пијаде 17 В, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бор, Моша Пијаде 88/1, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бор, Моше Пијаде 17в, аутомати, 9
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Бор, Моше Пијаде 88/1, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ваљево, Владике Николаја 165, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ваљево, Владике Николаја 165, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ваљево, Вука Караџића 34, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ваљево, Вука Караџића 34, аутомати, 9
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ваљево, Кнез Михаилова 42, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ваљево, Кнез Михаилова 42, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Велика Плана, Милоша Великог 34, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Велика Плана, Милоша Великог 34, аутомати, 19
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Велико Градиште, Сираково, Маршала Тита 116, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Велико Градиште, Сираково, Маршала Тита 116, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Власотинце, 12. Бригаде 16, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Власотинце, Дванаесте бригаде 16, к.п. 3087 КО Власотинце, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Вождовац, Браће Јерковић 136, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Вождовац, Браће Јерковић 136, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Горњи Милановац, Карађорђева 12, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Горњи Милановац, Карађорђева 12, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Горњи Милановац, Кнеза Александра Карађорђевића 35а, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Горњи Милановац, Кнеза Александра Карађорђевића 35а, аутомати, 11
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Жабари, Кнеза Милоша 72, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Жабари, Кнеза Милоша 72, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Жагубица, Краља Милана 2, аутомати, 11
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Жагубица, Краља Милана 2, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Зајечар, Светозара Марковића 9, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Зајечар, Светозара Марковића 9, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Зајечар, Хајдук Вељкова, објекат бр. 1, к.п. 8905 КО Зајечар, аутомати, 27
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Звездара, Ковачева 3, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Звездара, Ковачева 3, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Звездара, Михаила Тодоровића 12а, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Звездара, Михаила Тодоровића 12а, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Зрењанин, Чента, Зрењанински пут 102, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Зрењанин, Чента, Зрењанински пут 102, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Јагодина, Кнегиње Милице 65, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Јагодина, Кнегиње Милице 65, аутомати, 19
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Јагодина, Максима Горког 4, локал бр. 7, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Јагодина, Максима Горког 4, локал бр. 7, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Јагодина, Сутјеска 9, аутомати, 15
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Јагодина, Сутјеска 9, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кладово, Краља Александра 1, аутомати, 20
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кладово, Краља Александра 1, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кнић, Кнић 419, кп.бр. 24/1 КО Кнић, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кнић, КО Кнић, зграда 1 на кп. бр. 24/1 , к.бр. 419, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Књажевац, Књаза Милоша 86, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Књажевац, Књаза Милоша 86, аутомати, 15
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ковин, Баваниште, 29. новембра 4, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ковин, Баваниште, 29. новембра 4, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ковин, Цара Лазара 75, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Ковин, Цара Лазара 75, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Косјерић, КО Косјерић Варош, Карађорђева 50, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Косјерић, КО Косјерић Варош, Карађорђева 50, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, 19. октобра 53б, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, 19. Октобра 53б, обј. бр. 1, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, 27. марта 11, аутомати, 32
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Даничићева 118г, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Даничићева 118г, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, др Зорана Ђинђића бр.10, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, др. Зорана Ђинђића 10, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Др. Јована Ристића 126, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Драгољуб Филиповић 1, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Драгољуба Филиповића 1, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Епископа Саве 15, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Епископа Саве 15, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Интернационалних бригада 11а, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Интернационалних бригада 11а, објекат бр. 5, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Интернационалних бригада 19, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Јована Ристића 126, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Карађорђева 49б, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Карађорђева 49б, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Краља Александра И Карађорђевића 38, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Краља Александра И Карађорђевића 38, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Краљевачког батаљона 203, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Краљевачког батаљона 203, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Октобарских жртава 8, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Октобарских жртава 8, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Партизанских курира 27г, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Партизанских курира 27г, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Светогорска 1, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крагујевац, Светогорска 1, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Војводе Степе 17, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Војводе Степе 17, аутомати, 9
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Карађорђева 261, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Карађорђева 261, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Кованлук, Беранова 70б, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Кованлук, Беранова 70б, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Конарево, ул. Конарево бб, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Краљево, Конарево, ул. Конарево бб, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крупањ, Маршала Тита 10, објекат 1, к.п. 760 КО Крупањ, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Крупањ, Маршала Тита 10, објекат бр. 1 на кп. бр. 760 КО Крупањ, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кула, Маршала Тита 238, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кула, Маршала Тита 238, аутомати, 15
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кучево, Милана Милосављевића 2а, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кучево, Милана Милосављевића 2а, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Кучево, Трг Вељка Дугошевића 14, аутомати, 23
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лајковац, Краља Петра И 11, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лајковац, Краља Петра Првог 11, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лесковац, Булевар Ослобођења 92, лок. бр. 92, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лесковац, Булевар Ослобођења 92, локал 92, Т.Ц. Дезерт, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лесковац, Радничка 9, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лесковац, Радничка 9, аутомати, 6
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лучани, Гуча, Република 73, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Лучани, Гуча, Република 73, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Љубовија, Стојана Чупића 6, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Љубовија, Стојана Чупића 6, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Мајданпек, Светог Саве 15, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Мајданпек, Светог Саве 15, аутомати, 17
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Мало Црниће, Салаковац, Маршала Тита к.п. 669, аутомати, 13
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Мало Црниће, Салаковац, Маршала Тита к.п. 669, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, 7. јула 38, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, 7. јула 38, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Булевар Немањића 104-106, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Булевар Немањића 104-106, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Мајаковског 40, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Мајаковског 40, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Обилићев венац 16, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Обилићев венац 16, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Подземни пролаз (у подруму објекта број 1), улаз бр. 2, к.п. 982, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Подземни пролаз(у подруму објекта бр. 1), улаз бр. 2, КП бр. 982, аутомати, 17
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Трг 14. октобра 2а, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Медиана, Ниш, Трг 14. октобра 2а, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Младеновац, Јанка Катића 17, аутомати, 7
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Младеновац, Јанка Катића 17, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Неготин, ЈНА 21, аутомати, 27
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Неготин, ЈНА 27, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Неготин, ЈНА 27, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Неготин, Трг Ђорђа Станојевића 42 (улаз из улице Саве Драгојевић), аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Неготин, Трг Ђорђа Станојевића 42 (улаз из улице Саве Драгојевић), кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Београд, Булевар Арсенија Чарнојевића 95б, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Београд, Булевар Арсенија Чарнојевића 95б, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Београд, Јурија Гагарина 89, аутомати, 13
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Београд, Јурија Гагарина 89, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Београд, Народних хероја 30, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Београд, Народних хероја 30, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Београд, Народних хероја 30, к.п. 949 КО Нови Београд, аутомати, 20
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Булевар Ослобођења 66б, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Булевар Ослобођења 66б, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Ветерник, Новосадски пут 60, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Ветерник, Новосадски пут 60, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Савска 4, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Савска бр. 4, аутомати, 10
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Футошки пут 40а, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Нови Сад, Футошки пут 40а, аутомати, 8
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Опово, Бориса Кидрича 32, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Опово, Бориса Кидрича 32, аутомати, 5
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Палилула, Зрењанински пут 45, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Палилула, Рузвелтова 15, аутомати, 19
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Палилула, Рузвелтова 15, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Панчево, Банатско Ново Село, Маршала Тита 67а, кладионица, 1
ZBET.RS D.O.O. KRAGUJEVAC, 110563380, Панчево, Банатско Ново Село, Маршала Тита 67а, аутомати, 5
